sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method
159,INV-202301-00159,2023-01-09,3984,1083,1,72.14,72.14,pood,Tallinn,sularaha
160,INV-202301-00160,2023-01-23,2265,1033,2,221.42,442.84,online,,järelmaks
161,INV-202301-00161,2023-01-02,4458,1128,1,274.5,274.5,pood,Tallinn,järelmaks
162,INV-202301-00162,2023-01-07,2534,1016,2,54.81,109.62,pood,Pärnu,järelmaks
163,INV-202301-00163,2023-01-17,,1041,2,107.36,214.72,online,,kaart
164,INV-202301-00164,2023-01-24,,1080,2,51.5,103,pood,Tartu,kaart
165,INV-202301-00165,2023-01-26,4324,1047,1,155.84,155.84,online,,järelmaks
166,INV-202301-00166,2023-01-18,3197,1117,2,72.58,145.16,online,,kaart
167,INV-202301-00167,2023-01-26,3605,1104,3,191.48,574.44,pood,Tallinn,sularaha
168,INV-202301-00168,2023-01-04,4556,1092,2,186.12,288.4,online,,kaart
169,INV-202301-00169,2023-01-09,2976,1235,3,232.27,632.61,pood,Pärnu,sularaha
170,INV-202301-00170,2023-01-04,,1111,1,327.07,327.07,pood,Tallinn,sularaha
171,INV-202301-00171,2023-01-22,4080,1346,3,258.91,776.73,pood,Tallinn,järelmaks
172,INV-202301-00172,2023-01-11,2535,1323,1,151.08,151.08,pood,Pärnu,järelmaks
173,INV-202301-00173,2023-01-14,3894,1305,1,50.77,50.77,pood,Tallinn,kaart
174,INV-202301-00174,2023-01-24,2372,1229,2,210.76,421.52,pood,Tartu,kaart
175,INV-202301-00175,2023-01-29,4949,1145,2,338.43,676.86,pood,Tallinn,kaart
176,INV-202301-00176,2023-01-21,,1350,1,270.69,270.69,pood,Tallinn,kaart
177,INV-202301-00177,2023-01-08,3921,1018,1,47.07,47.07,pood,Tallinn,kaart
178,INV-202301-00178,2023-01-20,4321,1013,2,218.99,437.98,pood,Tartu,järelmaks
179,INV-202301-00179,2023-01-27,4409,1292,1,74.81,74.81,online,,järelmaks
180,INV-202301-00180,2023-01-10,2547,1011,1,53.99,53.99,pood,Tallinn,järelmaks
181,INV-202301-00181,2023-01-17,4643,1274,1,234.79,234.79,pood,Tartu,kaart
182,INV-202301-00182,2023-01-12,4480,1034,1,207.23,207.23,pood,Tartu,kaart
183,INV-202301-00183,2023-01-19,4119,1304,2,210.36,420.72,pood,Pärnu,sularaha
184,INV-202301-00184,2023-01-02,4677,1004,1,41.63,41.63,pood,Tartu,kaart
185,INV-202301-00185,2023-01-05,2554,1182,1,180.14,180.14,online,,sularaha
186,INV-202301-00186,2023-01-23,2257,1181,2,142.57,285.14,pood,Tartu,sularaha
187,INV-202301-00187,2023-01-16,4534,1039,1,282.95,282.95,online,,järelmaks
188,INV-202301-00188,2023-01-05,2484,1072,2,95.39,190.78,online,,sularaha
189,INV-202301-00189,2023-01-19,3356,1279,1,66.21,66.21,online,,kaart
190,INV-202301-00190,2023-01-05,3443,1017,3,153.62,460.86,online,,kaart
191,INV-202301-00191,2023-01-20,4054,1209,2,252.1,504.2,pood,Tallinn,järelmaks
192,INV-202301-00192,2023-01-05,2876,1211,2,225.28,450.56,online,,järelmaks
193,INV-202301-00193,2023-01-20,3236,1267,1,66.88,66.88,pood,Tallinn,järelmaks
194,INV-202301-00194,2023-01-24,3486,1223,1,319.98,-319.98,online,,kaart
195,INV-202301-00195,2023-01-05,4070,1070,2,139.74,-279.48,pood,Tallinn,sularaha
196,INV-202301-00196,2023-01-20,3696,1060,5,253.26,1266.3,online,,järelmaks
197,INV-202301-00197,2023-01-19,2954,1058,4,302.86,1211.44,pood,Tartu,sularaha
198,INV-202301-00198,2023-01-09,3856,1243,1,184.02,184.02,pood,Tartu,kaart
199,INV-202301-00199,2023-01-20,4745,1278,1,263.13,263.13,pood,Tallinn,sularaha
200,INV-202301-00200,2023-01-22,,1078,1,42.64,42.64,pood,Pärnu,sularaha
201,INV-202301-00201,2023-01-08,3665,1076,1,89.29,89.29,pood,Tallinn,järelmaks
202,INV-202301-00202,2023-01-31,2711,1291,2,219.83,439.66,pood,Tallinn,järelmaks
203,INV-202301-00203,2023-01-05,2577,1337,2,272.05,544.1,pood,Tallinn,sularaha
204,INV-202301-00204,2023-01-02,4119,1211,1,225.28,225.28,pood,Tallinn,kaart
205,INV-202301-00205,2023-01-09,4768,1113,3,86.46,259.38,pood,Tallinn,sularaha
206,INV-202301-00206,2023-01-05,4481,1218,2,108.09,216.18,online,,kaart
207,INV-202301-00207,2023-01-04,4206,1030,1,112.68,112.68,pood,Pärnu,järelmaks
208,INV-202301-00208,2023-01-19,3556,1008,3,280.13,840.39,pood,Pärnu,kaart
209,INV-202301-00209,2023-01-19,,1108,4,371.05,1484.2,pood,Tallinn,sularaha
210,INV-202301-00210,2023-01-06,3041,1043,2,128.44,256.88,pood,Tallinn,sularaha
211,INV-202301-00211,2023-01-14,3853,1236,4,205.89,823.56,pood,Tallinn,kaart
212,INV-202301-00212,2023-01-26,4599,1145,2,338.43,676.86,online,,sularaha
213,INV-202301-00213,2023-01-05,3085,1303,1,312.41,312.41,pood,Tallinn,sularaha
214,INV-202301-00214,2023-01-14,4868,1190,3,138.13,-414.39,pood,Tallinn,kaart
215,INV-202301-00215,2023-01-24,2997,1342,1,208.11,208.11,pood,Tartu,kaart
216,INV-202301-00216,2023-01-06,2735,1241,1,368.97,368.97,pood,Tartu,järelmaks
217,INV-202301-00217,2023-01-17,3384,1261,1,305.72,305.72,pood,Tallinn,järelmaks
218,INV-202301-00218,2023-01-14,3128,1168,1,316.04,316.04,online,,kaart
219,INV-202301-00219,2023-01-29,4460,1249,1,73.9,73.9,pood,Tallinn,kaart
220,INV-202301-00220,2023-01-01,4864,1135,2,175.25,350.5,pood,Pärnu,kaart
221,INV-202301-00221,2023-01-22,,1334,1,24.67,24.67,pood,Tallinn,järelmaks
222,INV-202301-00222,2023-01-15,,1080,2,51.5,-103,pood,Pärnu,sularaha
223,INV-202301-00223,2023-01-23,4266,1199,2,276.97,553.94,pood,Tallinn,sularaha
224,INV-202301-00224,2023-01-06,2744,1006,3,319.42,958.26,pood,Tallinn,kaart
225,INV-202301-00225,2023-01-20,,1178,2,105.09,210.18,pood,Tallinn,sularaha
226,INV-202301-00226,2023-01-15,4178,1045,1,176.65,176.65,pood,Tallinn,kaart
227,INV-202301-00227,2023-01-15,4024,1126,3,200.77,602.31,pood,Tallinn,kaart
228,INV-202301-00228,2023-01-04,,1201,4,147.16,588.64,pood,Tallinn,sularaha
229,INV-202301-00229,2023-01-02,4150,1089,1,134.58,134.58,pood,Tallinn,kaart
230,INV-202301-00230,2023-01-31,4643,1142,1,307.27,307.27,online,,kaart
231,INV-202301-00231,2023-01-13,2819,1328,1,274.87,274.87,online,,järelmaks
232,INV-202301-00232,2023-01-11,4235,1261,1,305.72,305.72,pood,Tallinn,kaart
233,INV-202301-00233,2023-01-10,4467,1012,2,160.21,-320.42,online,,sularaha
234,INV-202301-00234,2023-01-12,3854,1119,3,181.68,545.04,online,,järelmaks
235,INV-202301-00235,2023-01-17,4178,1333,4,218.54,874.16,pood,Tallinn,järelmaks
236,INV-202301-00236,2023-01-25,4414,1239,1,78.09,78.09,pood,Tallinn,kaart
237,INV-202301-00237,2023-01-23,2041,1051,3,208.83,626.49,pood,Tallinn,sularaha
238,INV-202301-00238,2023-01-23,4544,1047,1,155.84,155.84,online,,sularaha
239,INV-202301-00239,2023-01-05,2518,1248,1,169.92,145.5,pood,Tallinn,sularaha
240,INV-202301-00240,2023-01-14,4533,1296,3,301.97,905.91,pood,Tallinn,kaart
241,INV-202301-00241,2023-01-10,3332,1008,2,280.13,560.26,online,,kaart
242,INV-202301-00242,2023-01-20,3654,1120,2,206.34,412.68,pood,Tallinn,järelmaks
243,INV-202301-00243,2023-01-12,2141,1278,1,263.13,263.13,online,,kaart
244,INV-202301-00244,2023-01-03,3861,1345,2,225.81,451.62,pood,Tartu,kaart
245,INV-202301-00245,2023-01-20,,1158,1,70.01,70.01,pood,Tallinn,sularaha
246,INV-202301-00246,2023-01-01,3110,1333,1,218.54,218.54,online,,kaart
247,INV-202301-00247,2023-01-12,4322,1153,2,79.59,159.18,online,,kaart
248,INV-202301-00248,2023-01-12,2036,1245,2,228.81,457.62,online,,kaart
249,INV-202301-00249,2023-01-25,4624,1177,3,135.99,407.97,pood,Tallinn,kaart
250,INV-202301-00250,2023-01-28,3644,1082,1,100.93,100.93,pood,Tallinn,sularaha
251,INV-202301-00251,2023-01-11,3398,1321,1,183.4,183.4,pood,Tallinn,järelmaks
252,INV-202301-00252,2023-01-07,4330,1029,1,184.15,184.15,pood,Tartu,sularaha
253,INV-202301-00253,2023-01-25,3825,1281,2,292.61,585.22,pood,Tallinn,järelmaks
254,INV-202301-00254,2023-01-01,4593,1135,1,175.25,175.25,pood,Pärnu,järelmaks
255,INV-202301-00255,2023-01-29,2218,1335,3,201.86,605.58,pood,Tartu,järelmaks
256,INV-202301-00256,2023-01-06,4150,1086,1,149.47,149.47,pood,Pärnu,järelmaks
257,INV-202301-00257,2023-01-07,3850,1163,1,259.69,259.69,pood,Tallinn,sularaha
258,INV-202301-00258,2023-01-31,3555,1273,2,274.37,548.74,pood,Tallinn,järelmaks
259,INV-202301-00259,09/01/2023,2014,1063,1,151.45,151.45,online,,järelmaks
260,INV-202301-00260,2023-01-23,3365,1217,3,34.04,102.12,pood,Tartu,järelmaks
261,INV-202301-00261,2023-01-09,3212,1219,2,29.42,58.84,pood,Tallinn,kaart
262,INV-202302-00001,2023-02-06,4191,1175,3,83.97,251.91,online,,järelmaks
263,INV-202302-00002,2023-02-07,3883,1154,1,190.81,190.81,pood,Tallinn,kaart
264,INV-202302-00003,2023-02-24,3618,1047,1,155.84,155.84,pood,Tartu,kaart
265,INV-202302-00004,2023-02-12,4166,1313,3,77.6,232.8,online,,järelmaks
266,INV-202302-00005,2023-02-18,2994,1296,2,301.97,603.94,online,,kaart
267,INV-202302-00006,2023-02-06,3470,1100,5,126.42,632.1,online,,sularaha
268,INV-202302-00007,2023-02-21,,1180,1,51.58,51.58,pood,Tartu,kaart
269,INV-202302-00008,2023-02-25,,1011,1,53.99,53.99,pood,Tallinn,järelmaks
270,INV-202302-00009,2023-02-24,4918,1154,4,190.81,763.24,online,,järelmaks
271,INV-202302-00010,2023-02-05,2212,1297,2,104.27,208.54,pood,Tallinn,kaart
272,INV-202302-00011,2023-02-22,3438,1084,2,156.13,312.26,online,,järelmaks
273,INV-202302-00012,2023-02-17,2251,1243,1,184.02,184.02,online,,järelmaks
274,INV-202302-00013,2023-02-17,4863,1159,2,24.54,49.08,pood,Tallinn,kaart
275,INV-202302-00014,2023-02-02,4672,1176,1,245.59,245.59,online,,kaart
276,INV-202302-00015,2025-12-14,2221,1316,1,296.58,296.58,pood,Tallinn,kaart
277,INV-202302-00016,2023-02-17,4511,1196,3,32.93,98.79,pood,Tartu,kaart
278,INV-202302-00017,2023-02-26,4330,1026,3,212.65,498.81,pood,Tallinn,kaart
279,INV-202302-00018,2023-02-26,2622,1178,3,105.09,315.27,online,,kaart
280,INV-202302-00019,2023-02-23,2610,1048,3,16.37,49.11,pood,Tallinn,järelmaks
281,INV-202302-00020,2023-02-25,3466,1087,1,57.08,57.08,pood,Tartu,kaart
282,INV-202302-00021,2023-02-15,4178,1022,1,22.7,22.7,pood,Tallinn,sularaha
283,INV-202302-00022,2023-02-06,3997,1298,2,163.53,327.06,online,,kaart
284,INV-202302-00023,10/02/2023,4274,1190,1,138.13,138.13,pood,Tallinn,järelmaks
285,INV-202302-00024,2023-02-13,4419,1247,1,29.48,29.48,pood,Tallinn,järelmaks
286,INV-202302-00025,2023-02-02,4469,1187,1,252.33,252.33,online,,sularaha
287,INV-202302-00026,2023-02-01,4949,1254,2,136.3,272.6,pood,Tallinn,järelmaks
288,INV-202302-00027,2023-02-03,4747,1087,2,57.08,114.16,online,,sularaha
289,INV-202302-00028,2023-02-19,4716,1300,2,247.52,495.04,pood,Tallinn,sularaha
290,INV-202302-00029,2023-02-27,4839,1318,2,218.42,436.84,pood,Tartu,kaart
291,INV-202302-00030,2023-02-01,,1271,2,130.02,260.04,pood,Tartu,järelmaks
292,INV-202302-00031,2023-02-16,3008,1293,3,351.33,1053.99,online,,sularaha
293,INV-202302-00032,2023-02-25,3127,1250,1,265.2,265.2,pood,Tallinn,sularaha
294,INV-202302-00033,2023-02-11,3622,1102,1,163.64,163.64,online,,kaart
295,INV-202302-00034,2023-02-13,3446,1033,1,221.42,221.42,pood,Tallinn,kaart
296,INV-202302-00035,2023-02-09,4232,1032,1,198.42,198.42,online,,sularaha
297,INV-202302-00036,2023-02-16,2281,1049,1,308.84,308.84,pood,Tallinn,kaart
298,INV-202302-00037,2023-02-25,2551,1187,2,252.33,504.66,online,,järelmaks
299,INV-202302-00038,2023-02-07,2929,1339,1,35.68,35.68,pood,Tallinn,järelmaks
300,INV-202302-00039,2023-02-02,3305,1297,2,104.27,208.54,pood,Tallinn,kaart
301,INV-202302-00040,2023-02-07,2172,1029,1,203.37,184.15,online,,kaart
302,INV-202302-00041,2023-02-01,2344,1152,4,107.67,430.68,pood,Tallinn,kaart
